title,abstract,url
Aligner-Mediated Cleavage-Based Isothermal Amplification for SARS-CoV-2 RNA Detection,Rapid detection of SARS-CoV-2 RNA is critical for reducing the global transmission of COVID-19  Here  we report a simple and versatile assay for detection of SARS-CoV-2 RNA based on aligner-mediated cleavage-based strand displacement amplification  AMC-SDA   The entire amplification procedure takes less than 25 min without professional instruments or requirement of specific target sequences and can reach a limit of detection of attomolar RNA concentration  Using pseudovirus as mimicry of clinical SARS-CoV-2 positive samples  we achieved a diagnostic accuracy of 100  in 10 simulated samples  five positive and five negative   We anticipate that our method will provide a universal platform for rapid and accurate detection of emerging infectious diseases,https://pubmed.ncbi.nlm.nih.gov/35006810
Nanometer-Thick Superhydrophobic Coating Renders Cloth Mask Potentially Effective against Aerosol-Driven Infections,The advent of COVID-19 pandemic has made it necessary to wear masks across populations  While the N95 mask offers great performance against airborne infections  its multilayered sealed design makes it difficult to breathe for a longer duration of use  The option of using highly breathable cloth or silk masks especially for a large populace is fraught with the danger of infection  As a normal cloth or silk mask absorbs airborne liquid  it can be a source of plausible infection  We demonstrate the chemical modification of one such mask  Eri silk  to make it hydrophobic  contact angle of water is 143 7 degrees    which reduces the liquid absorption capacity without reducing the breathability of the mask significantly  The breathability reduces only 22  for hydrophobic Eri silk compared to the pristine Eri silk  whereas N95 shows a 59  reduction of breathability  The modified hydrophobic silk can repel the incoming aqueous liquid droplets without wetting the surface  The results indicate that a multilayered modified silk mask to make it hydrophobic can be an affordable and breathable alternative to the N95 mask,https://pubmed.ncbi.nlm.nih.gov/35006773
Nanoceutical Fabric Prevents COVID-19 Spread through Expelled Respiratory Droplets  A Combined Computational  Spectroscopic  and Antimicrobial Study,Centers for Disease Control and Prevention  CDC  warns the use of one-way valves or vents in face masks for potential threat of spreading COVID-19 through expelled respiratory droplets  Here  we have developed a nanoceutical cotton fabric duly sensitized with non-toxic zinc oxide nanomaterial for potential use as a membrane filter in the one-way valve for the ease of breathing without the threat of COVID-19 spreading  A detailed computational study revealed that zinc oxide nanoflowers  ZnO NFs  with almost two-dimensional petals trap SARS-CoV-2 spike proteins  responsible to attach to ACE-2 receptors in human lung epithelial cells  The study also confirmed significant denaturation of the spike proteins on the ZnO surface  revealing removal of the virus upon efficient trapping  Following the computational study  we have synthesized ZnO NF on a cotton matrix using a hydrothermal-assisted strategy  Electron-microscopic  steady-state  and picosecond-resolved spectroscopic studies confirm attachment of ZnO NF to the cotton  i e   cellulose  matrix at the atomic level to develop the nanoceutical fabric  A detailed antimicrobial assay using Pseudomonas aeruginosa bacteria  model SARS-CoV-2 mimic  reveals excellent antimicrobial efficiency of the developed nanoceutical fabric  To our understanding  the nanoceutical fabric used in the one-way valve of a face mask would be the choice to assure breathing comfort along with source control of COVID-19 infection  The developed nanosensitized cloth can also be used as an antibacterial anti CoV-2 washable dress material in general,https://pubmed.ncbi.nlm.nih.gov/35006728
Development of Triboelectroceutical Fabrics for Potential Applications in Self-Sanitizing Personal Protective Equipment,Attachment of microbial bodies including the corona virus on the surface of personal protective equipment  PPE  is found to be potential threat of spreading infection  Here  we report the development of a triboelectroceutical fabric  TECF  consisting of commonly available materials  namely  nylon and silicone rubber  SR   for the fabrication of protective gloves on the nitrile platform as model wearable PPE  A small triboelectric device  2 cm x 2 cm  consisting of SR and nylon on nitrile can generate more than 20 V transient or 41 muW output power  which is capable of charging a capacitor up to 65 V in only approximately 50 s  The importance of the present work relies on the TECF-led antimicrobial activity through the generation of an electric current in saline water  The fabrication of TECF-based functional prototype gloves can generate hypochlorite ions through the formation of electrolyzed water upon rubbing them with saline water  Further  computational modelling has been employed to reveal the optimum structure and mechanistic pathway of antimicrobial hypochlorite generation  Detailed antimicrobial assays have been performed to establish effectiveness of such TECF-based gloves to reduce the risk from life-threatening pathogen spreading  The present work provides the rationale to consider the studied TECF  or other materials with comparable properties  as a material of choice for the development of self-sanitizing PPE in the fight against microbial infections including COVID-19,https://pubmed.ncbi.nlm.nih.gov/35006721
Stroke  Primary Prevention,Stroke is a leading cause of long-term disability in adults and the fifth leading cause of mortality in the United States  One of the main tasks related to stroke in the family medicine setting is assessment and management of modifiable risk factors  The American Heart Association American Stroke Association  AHA ASA  guidelines on primary prevention of stroke recommend that cigarette smoking  physical inactivity  overweight and obesity  dyslipidemia  hypertension  and diabetes be addressed and or managed to decrease the risk of stroke  Obstructive sleep apnea  OSA  is an independent risk factor for stroke  Screening for OSA in patients at risk of stroke can be considered  Atrial fibrillation  AF  contributes to more than 20  of acute ischemic strokes  Guidelines recommend that some patients with AF be treated with warfarin or direct-acting oral anticoagulants for stroke prevention  as the clinical situation warrants  Other risk factors for stroke include carotid artery disease  migraine with aura  sickle cell disease  alcohol or drug use  hypercoagulable states  including COVID-19   and previous stroke or transient ischemic attack  Recent meta-analyses have found that aspirin may not be beneficial for primary prevention of stroke  Aspirin currently is not recommended for primary stroke prevention in low-risk individuals,https://pubmed.ncbi.nlm.nih.gov/35006660
COVID-19 pandemic impact on cytopathology practice in the post-lockdown period  An international  multicenter study,BACKGROUND  In a previous worldwide survey  the authors showed a drastic reduction in the number of cytological specimens processed during the coronavirus disease 2019  lockdown  period along with an increase in malignancy rates  To assess the continued impact of the pandemic on cytological practices around the world  they undertook a second follow-up worldwide survey collecting data from the post-lockdown period  2020   METHODS  Participants were asked to provide data regarding their cytopathology activity during the first 12 weeks of their respective national post-lockdown period  2020   which ranged from April 4 to October 31  Differences between the post-lockdown period and the corresponding 2019 period were evaluated  and the authors specifically focused on rates of malignant diagnoses  RESULTS  A total of 29 respondents from 17 countries worldwide joined the survey  Overall  a lower number of cytological specimens  n   236 352  were processed in comparison with the same period in 2019  n   321 466  for a relative reduction of 26 5   The overall malignancy rate showed a statistically significant increase  12 442  5 26   vs 12 882  4 01    P <  001  during the same time period  Similar results were obtained if both malignancy and suspicious for malignancy rates were considered together  15 759  6 58   vs 16 011  4 98    P <  001   CONCLUSIONS  The data showed a persistent reduction in the cytological specimen volume during the post-lockdown period  2020   However  the relative increase in the cytological workload in the late part of the post-lockdown is a promising finding of a slow return to normality,https://pubmed.ncbi.nlm.nih.gov/35006650
Why science education is more important than most scientists think,The COVID-19 pandemic has revealed that a shockingly large fraction of the public is willing to ignore scientific judgements on issues such a vaccines and mask wearing  For far too many  scientific findings are viewed as what scientists believe  rather than as the product of an elaborate community process that produces reliable knowledge  This widespread misunderstanding should serve as a wake-up call for scientists  clearly demonstrating that the standard way that we teach science - as a large collection of  facts  that scientists have discovered about the world - needs major change  Three more ambitious and important goals for science education at all levels are outlined  In order of increasing difficulty  these are   1  to provide all adults with an ability to investigate scientific problems as scientists do  using logic  experiment  and evidence   2  to provide all adults with an understanding of how the scientific enterprise works - and why they should therefore trust the consensus judgements of science on issues like smoking  vaccination  and climate change  and  3  to provide all adults with the habit of solving their everyday problems as scientists do  using logic  experiment  and evidence  Although examples exist for attaining all of these goals  extensive education research will be needed to discover how best to teach the last two  I argue that such an effort is urgent  and that it can best begin by focusing on the introductory courses in biology and other science disciplines at the university level,https://pubmed.ncbi.nlm.nih.gov/35006607
Family Medicine and Emergency Redeployment  Unrealized Potential,BACKGROUND AND OBJECTIVES  Discussions of scope of practice among family physicians has become a crucial topic amidst the COVID-19 pandemic  coupled with new attention to residency training requirements  Family medicine has seen a gradual narrowing of practice due to a host of issues  including physician choice  expanding scope of practice from physician assistants and nurses  an increased emphasis on patient volume  clinical revenue  and residency training competency requirements  We sought to demonstrate the flexibility of the family medicine workforce as shown through their scopes of practice  and argue that this is indication of their potential for redeployment during emergencies  METHODS  This study computes scopes of practice for 78 416 family physicians who treat Medicare beneficiaries  We used Evaluation and Management  E M  codes in Medicare s 2017 Part-B public use file to calculate volumes of services done across six sites of service per physician  We aggregated counts and proportions of physicians and the E M services they provided across sites of practice to characterize scope  and performed a separate analysis on rural physicians  RESULTS  The study found most family physicians practicing at a single site  namely  the ambulatory clinic  However  family physicians in rural areas  where need is greater  exhibit broader scope  This suggests that a significant number of family physicians have capacity for COVID-19 deployment into other settings  such as emergency rooms or hospitals  CONCLUSIONS  Family physicians are a potential resource for emergency redeployment  however the current breadth of scope for most family physicians is not aligned with current residency training requirements and raises questions about the future of family medicine scope of practice,https://pubmed.ncbi.nlm.nih.gov/35006599
Meeting case investigation and contact tracing needs during COVID-19 in Alberta  the development and implementation of the Alberta Health Services Pod Partnership Model,SETTING  In Alberta  a small team of specialized public health experts typically complete case investigation and contact tracing  High COVID-19 case counts and a shortage of trained public health professionals required a rapid and significant adaptation of staffing models to meet the population s needs  INTERVENTION  A tiered  interdisciplinary staffing model  based on those in critical care  was developed  piloted  and implemented in the Alberta Health Services  Communicable Disease Control department in late 2020 to complete case investigation and contact tracing  The final model included novice  non-regulated professionals divided into pods of four to six investigators  led by an experienced regulated investigator  Team leads oversaw five pods  Communicable disease nurses provided an additional tier of clinical expertise  During the model development  roles and responsibilities of team members were delineated  ratios for supervision were tested  and rapid training was provided  OUTCOMES  The tiered staffing model began in November 2020 with staff members in two pods  At its peak in early May 2021  72 pods of 502 non-regulated members  134 regulated investigators  and 4 communicable disease nurses completed 780-973 case investigations daily  or 40-45  of all positive cases in Alberta  In comparison  the same number of regulated investigators working independently in the traditional staffing model without non-regulated pods completed  on average  249 case investigations daily  IMPLICATIONS  A tiered staffing model can be effective at maximizing the skills of the experienced members of the case investigation team to maintain case investigation and contact tracing activities during a pandemic,https://pubmed.ncbi.nlm.nih.gov/35006591
Comparison of door-to-balloon time and in-hospital outcomes in patients with ST-elevation myocardial infarction between before versus after COVID-19 pandemic,The situation around primary percutaneous coronary intervention  PCI  has dramatically changed since coronavirus disease 2019  COVID-19  pandemic  The impact of COVID-19 pandemic on clinical outcomes as well as door-to-balloon time  DTBT   which is known as one of the indicators of early reperfusion  has not been fully investigated in patients with ST-elevation acute myocardial infarction  STEMI   The purpose of this study was to compare DTBT and in-hospital outcomes in patients with STEMI between before versus after COVID-19 pandemic  The primary interest was DTBT and the incidence of in-hospital outcomes including in-hospital death  We included 330 patients with STEMI who underwent primary PCI  and divided them into the pre COVID-19 group  n   209  and the post COVID-19 group  n   121   DTBT was significantly longer in the post COVID-19 group than in the pre COVID-19 group  p < 0 001   whereas the incidence of in-hospital death was comparable between the 2 groups  p   0 238   In the multivariate logistic regression analysis  chest CT before primary PCI  OR 4 64  95  CI 2 58-8 34  p < 0 001  was significantly associated with long DTBT  whereas chest CT before primary PCI  OR 0 76  95  CI 0 29-1 97  p   0 570  was not associated with in-hospital death after controlling confounding factors  In conclusion  although DTBT was significantly longer after COVID-19 pandemic than before COVID-19 pandemic  in-hospital outcomes were comparable between before versus after COVID-19 pandemic  This study suggests the validity of the screening tests including chest CT for COVID-19 in patients with STEMI who undergo primary PCI,https://pubmed.ncbi.nlm.nih.gov/35006544
Estimating COVID-19-induced excess mortality in Lombardy  Italy,We compare the expected all-cause mortality with the observed one for different age classes during the pandemic in Lombardy  which was the epicenter of the epidemic in Italy  The first case in Italy was found in Lombardy in early 2020  and the first wave was mainly centered in Lombardy  The other three waves  in Autumn 2020  March 2021 and Summer 2021 are also characterized by a high number of cases in absolute terms  A generalized linear mixed model is introduced to model weekly mortality from 2011 to 2019  taking into account seasonal patterns and year-specific trends  Based on the 2019 year-specific conditional best linear unbiased predictions  a significant excess of mortality is estimated in 2020  leading to approximately 35000 more deaths than expected  mainly arising during the first wave  In 2021  instead  the excess mortality is not significantly different from zero  for the 85  and 15-64 age classes  and significant reductions with respect to the 2020 estimated excess mortality are estimated for other age classes,https://pubmed.ncbi.nlm.nih.gov/35006542
The discovery of herbal drugs and natural compounds as inhibitors of SARS-CoV-2 infection in vitro,The emergence of the severe acute respiratory syndrome coronavirus 2  SARS-CoV-2  pandemic in 2019 has led to a global health crisis  Mutations of the SARS-CoV-2 genome have impeded the development of effective therapeutics and vaccines against SARS-CoV-2  Natural products are important for discovering therapeutics to treat the 2019 coronavirus disease  COVID-19   In the present study  we investigated the antiviral activity of herbal drug extracts from Polygala Root  Areca  and Quercus Bark and natural compounds derived from herbal drug such as baicalin and glabridin  with IC50 values of 9 5 microg ml  1 2 microg ml  5 4 microg ml  8 8 microM  and 2 5 microM  respectively  against SARS CoV-2 infection in vitro  Certain herbal drug extracts and natural compounds were found to inhibit viral RNA levels and infectious titers of SARS-CoV-2 in a dose-dependent manner  Furthermore  viral protein analyses showed that herbal drug extracts and natural compounds effectively inhibited SARS-CoV-2 in the various entry treatments  Our study revealed that three herbal drugs are good candidates for further in vivo and clinical studies,https://pubmed.ncbi.nlm.nih.gov/35006524
Successful application of pulsed electromagnetic fields in a patient with post-COVID-19 fatigue  a case report,BACKGROUND  Post-COVID-19 fatigue is a frequent symptom in COVID-19 survivors  which substantially limits patients to achieve full recovery and potentially restrains return to work  The previous literature has not yet reported the use of pulsed electromagnetic fields in this indication  METHODS  Over the course of 5 weeks  10 sessions of pulsed electromagnetic field treatment with a high magnetic flux density were applied to a patient suffering from post-COVID-19 fatigue syndrome  Fatigue  work ability  quality of life as well as anxiety  depression  stress level  and resilience were evaluated using validated patient-reported outcome measures  RESULTS  Fatigue  work ability  quality of life  and psychological well-being improved clearly over the course of the treatment and showed stable results 6 weeks later  CONCLUSION  The use of pulsed electromagnetic field therapy with a device that allows sufficient penetration of the body tissue might be a promising physical modality to manage post-COVID-19 fatigue syndrome  which could reduce clinical and economic health consequences  Clinical sham-controlled studies are needed to evaluate the effect of pulsed electromagnetic fields in this indication,https://pubmed.ncbi.nlm.nih.gov/35006516
Effects of 6-month episodic future thinking training on delay discounting  weight loss and HbA1c changes in individuals with prediabetes,People with prediabetes are at risk for type 2 diabetes  They may discount the future delay discounting  DD   and not engage in preventive health behaviors  Episodic future thinking  EFT  can reduce DD when future scenarios are cued  but research is needed to assess long-term effects of EFT and when EFT is not cued  This study tested EFT training compared to control for people with prediabetes enrolled in a 6-month weight loss program on DD  weight  HbA1c  and physical activity  Results showed a reliable EFT effect on reducing DD in cued  p   0 0035   and uncued DD tasks  p   0 048   and significant overall changes in weight  p < 0 001   HbA1c  p  0 001  and physical activity  p   0 003   but no significant differences in these outcomes by group  p s > 0 05   Sixty-eight percent of the sample ended below the prediabetes HbA1c range  These results suggest that DD can be modified over extended periods  and the effects of EFT can be observed without EFT cues  However  these data do not suggest that changes in weight  HbA1c or physical activity were due to EFT training  The study was initiated before the COVID-19 pandemic which provided the opportunity to compare differences for people treated in-person or remotely  Analyses showed no differences in DD  weight  HBA1c or physical activity outcomes were observed between in-person and remote treatment  suggesting telehealth is a scalable approach to treating prediabetes,https://pubmed.ncbi.nlm.nih.gov/35006500
Roles of host mitochondria in the development of COVID-19 pathology  Could mitochondria be a potential therapeutic target,The recent emergence of severe acute respiratory syndrome-Corona Virus 2  SARS-CoV-2  in late 2019 and its spread worldwide caused an acute pandemic of Coronavirus disease 19  COVID-19   Since then  COVID-19 has been under intense scrutiny as its outbreak led to significant changes in healthcare  social activities  and economic settings worldwide  Although angiotensin-converting enzyme-2  ACE-2  receptor is shown to be the primary port of SARS-CoV-2 entry in cells  the mechanisms behind the establishment and pathologies of COVID-19 are poorly understood  As recent studies have shown that host mitochondria play an essential role in virus-mediated innate immune response  pathologies  and infection  in this review  we will discuss in detail the entry and progression of SARS-CoV-2 and how mitochondria could play roles in COVID-19 disease  We will also review the potential interactions between SARS-CoV-2 and mitochondria and discuss possible treatments  including whether mitochondria as a potential therapeutic target in COVID-19  Understanding SARS-CoV-2 and mitochondrial interactions mediated virus establishment  inflammation  and other consequences may provide a unique mechanism and conceptual advancement in finding a novel treatment for COVID-19,https://pubmed.ncbi.nlm.nih.gov/35006467
Update on treatment and preventive interventions against COVID-19  an overview of potential pharmacological agents and vaccines,The outbreak of coronavirus disease 2019  COVID-19  triggered by the new member of the coronaviridae family  severe acute respiratory syndrome coronavirus 2  SARS-CoV-2   has created an unprecedented challenge for global health  In addition to mild to moderate clinical manifestations such as fever  cough  and fatigue  severe cases often developed lethal complications including acute respiratory distress syndrome  ARDS  and acute lung injury  Given the alarming rate of infection and increasing trend of mortality  the development of underlying therapeutic and preventive treatment  as well as the verification of its effectiveness  are the top priorities  Current research mainly referred to and evaluated the application of the empirical treatment based on two precedents  severe acute respiratory syndrome  SARS  and Middle East respiratory syndrome  MERS   including antiviral drugs targeting different stages of virus replication  immunotherapy modulating the overactivated inflammation response  and other therapies such as herbal medicine and mesenchymal stem cells  Besides  the ongoing development of inventing prophylactic interventions such as various vaccines by companies and institutions worldwide is crucial to decline morbidity and mortality  This review mainly focused on promising candidates for the treatment of COVID-19 and collected recently updated evidence relevant to its feasibility in clinical practice in the near future,https://pubmed.ncbi.nlm.nih.gov/35006461
Systematic review of risk of SARS-CoV-2 infection and severity of COVID-19 with therapies approved to treat multiple sclerosis,There is growing concern that multiple sclerosis  MS  patients on certain therapies may be at higher risk for severe coronavirus disease 2019  COVID-19   We conducted a systematic literature review to examine the available data on U S  therapies approved to treat MS and the risk of SARS-CoV-2 infection or severe COVID-19 outcomes  We conducted searches in PubMed  Embase  and the WHO COVID-19 database through May 2  2021  and retrieved articles describing clinical data on therapies approved to treat MS and the risk of infection with SARS-CoV-2 or the effects of such therapies on clinical outcomes of COVID-19  The literature search identified a total of 411 articles  97 in PubMed  227 in Embase  and 87 in the WHO database  After excluding duplicates and screening  we identified 15 articles of interest  We identified an additional article through a broader secondary weekly search in PubMed  Thus  ultimately  we reviewed 16 observational studies  Available data  which suggest that MS patients treated with anti-CD20 monoclonal antibodies may be at increased risk for severe COVID-19  are subject to relevant limitations  Generally  studies did not identify increased risk for COVID-19 worsening with other therapies approved to treat MS  Based on observational data  biological plausibility  novelty of the drug-event association  and public health implications in a subpopulation with potential impaired response to the COVID-19 vaccines  this safety signal merits further monitoring,https://pubmed.ncbi.nlm.nih.gov/35006442
Fast and long-lasting immune response to S-trimer COVID-19 vaccine adjuvanted by PIKA,In the face of the emerging variants of SARS-CoV-2  there is an urgent need to develop a vaccine that can induce fast  effective  long-lasting and broad protective immunity against SARS-CoV-2  Here  we developed a trimeric SARS-CoV-2 S protein vaccine candidate adjuvanted by PIKA  which can induce robust cellular and humoral immune responses  The results showed a high level of neutralizing antibodies induced by the vaccine was maintained for at least 400 days  In the study of non-human primates  PIKA adjuvanted S-trimer induced high SARS-CoV-2 neutralization titers and protected from virus replication in the lung following SARS-CoV-2 challenge  In addition  the long-term neutralizing antibody response induced by S-trimer vaccine adjuvanted by PIKA could neutralize multiple SARS-CoV-2 variants and there is no obvious different among the SARS- CoV-2 variants of interest or concern  including B 1 351  B 1 1 7  P 1  B 1 617 1 and B 1 617 2 variants  These data support the utility of S-trimer protein adjuvanted by PIKA as a potential vaccine candidate against SARS-CoV-2 infection,https://pubmed.ncbi.nlm.nih.gov/35006430
Computationally repurposed drugs and natural products against RNA dependent RNA polymerase as potential COVID-19 therapies,Repurposing of existing drugs and drug candidates is an ideal approach to identify new potential therapies for SARS-CoV-2 that can be tested without delay in human trials of infected patients  Here we applied a virtual screening approach using Autodock Vina and molecular dynamics simulation in tandem to calculate binding energies for repurposed drugs against the SARS-CoV-2 RNA-dependent RNA polymerase  RdRp   We thereby identified 80 promising compounds with potential activity against SARS-Cov2  consisting of a mixture of antiviral drugs  natural products and drugs with diverse modes of action  A substantial proportion of the top 80 compounds identified in this study had been shown by others to have SARS-CoV-2 antiviral effects in vitro or in vivo  thereby validating our approach  Amongst our top hits not previously reported to have SARS-CoV-2 activity  were eribulin  a macrocyclic ketone analogue of the marine compound halichondrin B and an anticancer drug  the AXL receptor tyrosine kinase inhibitor bemcentinib  Our top hits from our RdRp drug screen may not only have utility in treating COVID-19 but may provide a useful starting point for therapeutics against other coronaviruses  Hence  our modelling approach successfully identified multiple drugs with potential activity against SARS-CoV-2 RdRp,https://pubmed.ncbi.nlm.nih.gov/35006427
Low dose of emetine as potential anti-SARS-CoV-2 virus therapy  preclinical in vitro inhibition and in vivo pharmacokinetic evidences,The global pandemic of COVID-19 has attracted extensive drug searching interets for the new coronavirus SARS-CoV-2  Although currently several of clinically used  old  drugs have been repurposed to this new disease for the urgent clinical investigation  there is still great demand for more effective therapies for the anti-infections  Here we report the discovery that an  old  drug Emetine could potently inhibit SARS-CoV-2 virus replication and displayed virus entry blocking effect in Vero cells at low dose  In addition  Emetine could significantly reduce the lipopolysaccharide  LPS  induced interleukin-6  IL-6  protein level and moderately reduce the tumor necrosis factor  TNF-alpha  protein level in the M1 polarized THP-1 macrophages  In vivo animal pharmacokinetics  PK  study revealed that Emetine was enriched in the lung tissue and had a long retention time  over 12 h   With 1 mg kg single oral dose  the effective concentration of Emetine in lung was up to 1 8 muM  mice  and 1 6 muM  rats  at 12 h  which is over 200-fold higher than the EC50 of the drug  The potent in vitro antiviral replication efficacy and the high enrichment in target tissue  combining with the well documented safety profiles in human indicate that low dose of Emetine might be a potentially effective anti-SARS-CoV-2 infection therapy,https://pubmed.ncbi.nlm.nih.gov/35006425
COVID-19  insights into virus-receptor interactions,The recent outbreak of Coronavirus Disease 2019  COVID-19  calls for rapid mobilization of scientists to probe and explore solutions to this deadly disease  A limited understanding of the high transmissibility of SARS-CoV-2  Severe acute respiratory syndrome coronavirus 2  relative to other coronavirus strains guides a deeper investigation into the virus receptor interactions  The cutting-edge studies in thermodynamic and kinetic properties of interactions such as protein-protein interplays have been reviewed in many modeling and analysis studies  Highlighting the thermodynamic assessments of biological interactions and emphasizing the boosted transmissibility of SARS-CoV-2 despite its high similarity in structure and sequence with other coronavirus strains is an important and highly valuable investigation that can lead scientists to discover analytical and fundamental approaches in studying virus s interactions  Accordingly  we have attempted to describe the crucial factors such as conformational changes and hydrophobicity particularities that influence on thermodynamic potentials in the SARS-COV-2 S-protein adsorption process  Discussing the thermodynamic potentials and the kinetics of the SARS-CoV-2 S-protein in its interaction with the ACE2 receptors of the host cell is a fundamental approach that would be extremely valuable in designing candidate pharmaceutical agents or exploring alternative treatments,https://pubmed.ncbi.nlm.nih.gov/35006423
Structural basis for the multimerization of nonstructural protein nsp9 from SARS-CoV-2,Severe acute respiratory syndrome coronavirus-2  SARS-CoV-2   the causative agent of a potentially fatal disease named coronavirus disease 2019  COVID-19   has raised significant public health concerns globally  To date  the COVID-19 pandemic has caused millions of people to be infected with SARS-CoV-2 worldwide  It has been known since the 2003 SARS epidemic that coronaviruses  CoVs  have large RNA genomes  the replication of which requires an RNA-dependent RNA replication transcription complex  CoV nonstructural proteins  Nsps  play pivotal roles in the assembly of this complex and associated enzymatic functions in virus genomic replication  Several smaller nonenzymatic Nsps assist with RNA-dependent RNA polymerase function  In this study  we determined the structure of SARS-CoV-2 nonstructural protein 9  nsp9   an RNA-binding protein that is essential for CoV replication  Its homotetrameric structure with two stable dimeric interfaces provids a structural basis for understanding the mechanisms of RNA-binding protein self-assembly  which may be essential for the regulation of viral RNA replication and transcription,https://pubmed.ncbi.nlm.nih.gov/35006420
Immunological perspectives on the pathogenesis  diagnosis  prevention and treatment of COVID-19,Coronavirus disease 2019  COVID-19  is an acute respiratory disease caused by severe acute respiratory syndrome coronavirus 2  SARS-COV-2   COVID-19 can spread to the entire body and cause multiple organ failure  It is a daunting challenge to control the fast growing worldwide pandemic because effective prevention and treatment strategies are unavailable currently  Generally  the immune response of the human body triggered by viral infection is essential for the elimination of the virus  However  severe COVID-19 patients may manifest dysregulated immune responses  such as lymphopenia  lymphocyte exhaustion  exacerbated antibody response  cytokine release syndrome  CRS   etc  Understanding of these immunological characteristics may help identify better approaches for diagnosis  prognosis and treatment of COVID-19 patients  As specific anti-viral agents are notoriously difficult to develop  strategies for modulating the immune responses by either developing novel vaccines or using immunotherapy hold great promise to improve the management of SARS-CoV-2 infection,https://pubmed.ncbi.nlm.nih.gov/35006419
Worry from contracting COVID-19 infection and its stigma among Egyptian health care providers,BACKGROUNDS  Healthcare providers  HCPs  in COVID-19 epidemic face stressful workload of disease management  shortage of protective equipment and high risk of infection and mortality  These stressors affect greatly their mental health  The aim is to identify working conditions among Egyptian HCPs during COVID-19 epidemic as well as stigma and worry perceptions from contracting COVID-19 infection and their predictors  METHODS  A cross-sectional study was conducted among 565 HCPs  Data was collected through Google online self-administered questionnaire comprised seven parts  demographics characteristics  knowledge and attitude of COVID-19  working condition  worry of contracting COVID-19 at work  discrimination intention at work for COVID-19 patients  stigma assessment using impact stigma  and internalized shame scales  RESULTS  The vast majority of HCPs  94 7   were worried from contracting COVID-19 at work  Risk factors for perceiving severe worry from contracting COVID-19 were expecting infection as a severe illness  believing that infection will not be successfully controlled  improbability to continue working during the pandemic even if in a well fit health  high discrimination intention and impact stigma scales  Significantly high impact stigma scores were detected among those aged < 30 years  females  workers primarily in sites susceptible for contracting COVID-19 infection  those had severe worry from contracting infection at work  and high internalized shame scale  The risk factors for perceiving higher internalized shame scores were not having a previous experience in working during a pandemic  high discrimination intention towards COVID-19 patients and high impact stigma scale  CONCLUSIONS  Considerable levels of worry and stigma were detected among Egyptian HCPs during COVID-19 outbreak  The psychological aspect of health care providers should not be overlooked during epidemic  appropriate institutional mental health support should be provided especially for young HCPs  those without previous work experience in epidemic and those who work in high-risk units  Raising the community awareness about contribution of HCPs in fighting the epidemic might decrease stigmatization action toward HCPs,https://pubmed.ncbi.nlm.nih.gov/35006408
Multimodality molecular imaging of the alveolar-capillary barrier in lung disease using albumin based optical and PET tracers,Inflammatory changes caused by viruses  bacteria  exposure to toxins  commonly used drugs and even surgical intervention have the potential of causing abnormal epithelial permeability  which is manifest as infiltrative processes on computed tomography  CT   including the widespread infiltrates seen in COVID-19 pneumonia and acute respiratory distress syndrome  ARDS   We utilized a previously published mouse model of ARDS  intranasal delivery of LPS  to induce the alveolar-capillary barrier permeability seen in lung disease  We intravenously injected mice with Cy7 or 68-Gallium   68 Ga  labeled mouse albumin and imaged using optical imaging  OI  CT and PET  We observed significantly increased lung levels of Cy7-albumin on 3D OI CT  which matched the abnormal appearance on microCT  This uptake correlated with fluorescence seen on sectioned lungs  To examine the translational potential of these findings  we radiolabeled albumin with  68 Ga  We found that in mice with LPS-induced lung injury   68 Ga-albumin PET correlated with our optical imaging findings and demonstrated abnormal activity in the lung fields  indicative of abnormal epithelial permeability  These findings indicate  68 Ga-albumin can be utilized as a sensitive translational radiotracer for quantifying the abnormal epithelial permeability that is seen in various lung pathologies  including COVID-19 induced pneumonia and ARDS  The ability to use Cy7-albumin 3D OI CT imaging as a preclinical translational surrogate for  68 Ga-albumin offers an accessible high throughput means to rapidly screen potential therapeutics against lung diseases that clinically manifest with endothelial permeability,https://pubmed.ncbi.nlm.nih.gov/35006404
Impact of lockdown and crop stubble burning on air quality of India  a case study from wheat-growing region,The emergence of COVID-19 has brought the entire planet to a halt  Many countries  including India  were compelled to shut down most urban  industrial  social and other activities as a result of the pandemic  Due to a series of complete lockdowns imposed in India from March 24 to May 17  2020  and state-wise local level restrictions afterward  have resulted in significant reduction of emissions of numerous atmospheric pollutants  The objective of this study is to analyse the change in concentration of various pollutants such as nitrogen oxide  NO2   carbon monoxide  CO  and aerosol optical depth  AOD  due to lockdown and also to quantify the contribution of crop stubble burning to air pollution  The Sentinel-5P based NO2 and CO observations for 2019 and 2020 and Moderate Resolution Imaging Spectroradiometer  MODIS -based AOD observations for 2016-2020 were used for detecting the variations  The obtained results showed a significant decrease in NO2 levels during various stages of lockdown  Small decrease in CO levels was observed across most part of the India  With a few exceptions  such as coastal and desert regions  there was a moderate decrease in AOD levels  Furthermore  to study the contribution of NO2  CO and AOD from crop stubble burning  MODIS observations on active fire events were obtained from Visible Infrared Imaging Radiometer Suite  VIIRS   The burning of crop stubble increased NO2 emissions by 22 to 80   CO levels  on the other hand  have risen by 7 to 25   A considerable variation in AOD was reported  ranging from 1 to 426,https://pubmed.ncbi.nlm.nih.gov/35006403
